"{'CID': 288, 'InChIKey': 'PHIQHXFUZVPYII-UHFFFAOYSA-N'}","{'CID': 85, 'InChIKey': 'PHIQHXFUZVPYII-UHFFFAOYSA-O'}"
"{'CID': 288, 'InChIKey': 'PHIQHXFUZVPYII-UHFFFAOYSA-N'}","{'CID': 85, 'InChIKey': 'PHIQHXFUZVPYII-UHFFFAOYSA-O'}"
"{'CID': 60961, 'InChIKey': 'OIRDTQYFTABQOQ-KQYNXXCUSA-N'}"
"{'CID': 5280723, 'InChIKey': 'GMVPRGQOIOIIMI-DWKJAMRDSA-N'}"
"{'CID': 6253, 'InChIKey': 'UHDGCWIWMRVCDJ-CCXZUQQUSA-N'}"
"{'CID': 5462222, 'InChIKey': 'ZLMJMSJWJFRBEC-UHFFFAOYSA-N'}"
"{'CID': 5816, 'InChIKey': 'UCTWMZQNUQWSLP-VIFPVBQESA-N'}"
"{'CID': 1061, 'InChIKey': 'NBIIXXVUZAFLBC-UHFFFAOYSA-K'}"
"{'CID': 441074, 'InChIKey': 'LOUPRKONTZGTKE-LHHVKLHASA-N'}","{'CID': 68638786, 'InChIKey': 'NGXLOCPSRZVKMI-VJAUXQICSA-N'}"
"{'CID': 441074, 'InChIKey': 'LOUPRKONTZGTKE-LHHVKLHASA-N'}","{'CID': 68638786, 'InChIKey': 'NGXLOCPSRZVKMI-VJAUXQICSA-N'}"
"{'CID': 156391, 'InChIKey': 'CMWTZPSULFXXJA-VIFPVBQESA-N'}"
"{'CID': 31703, 'InChIKey': 'AOJJSUZBOXZQNB-TZSSRYMLSA-N'}"
"{'CID': 2083, 'InChIKey': 'NDAUXUAQIAJITI-UHFFFAOYSA-N'}"
"{'CID': 2092, 'InChIKey': 'WNMJYKCGWZFFKR-UHFFFAOYSA-N'}"
"{'CID': 2099, 'InChIKey': 'JSWZEAMFRNKZNL-UHFFFAOYSA-N'}"
"{'CID': 2140, 'InChIKey': 'YVPYQUNUQOZFHG-UHFFFAOYSA-N'}"
"{'CID': 2157, 'InChIKey': 'IYIKLHRQXLHMJQ-UHFFFAOYSA-N'}"
"{'CID': 2159, 'InChIKey': 'NTJOBXMMWNYJFB-UHFFFAOYSA-N'}"
"{'CID': 2160, 'InChIKey': 'KRMDCWKBEZIMAB-UHFFFAOYSA-N'}"
"{'CID': 2179, 'InChIKey': 'XCPGHVQEEXUHNC-UHFFFAOYSA-N'}"
"{'CID': 135409400, 'InChIKey': 'OTBXOEAOVRKTNQ-UHFFFAOYSA-N'}"
"{'CID': 2249, 'InChIKey': 'METKIMKYRPQLGS-UHFFFAOYSA-N'}"
"{'CID': 447043, 'InChIKey': 'MQTOSJVFKKJCRP-BICOPXKESA-N'}"
"{'CID': 5311017, 'InChIKey': 'YXKTVDFXDRQTKV-HNNXBMFYSA-N'}"
"{'CID': 2351, 'InChIKey': 'UIEATEWHFDRYRU-UHFFFAOYSA-N'}"
"{'CID': 2405, 'InChIKey': 'VHYCDWMUTMEGQY-UHFFFAOYSA-N'}"
"{'CID': 2474, 'InChIKey': 'LEBVLXFERQHONN-UHFFFAOYSA-N'}"
"{'CID': 644073, 'InChIKey': 'RMRJXGBAOAMLHD-IHFGGWKQSA-N'}"
"{'CID': 2477, 'InChIKey': 'QWCRAEMEVRGPNT-UHFFFAOYSA-N'}"
"{'CID': 2520, 'InChIKey': 'SGTNSNPWRIOYBX-UHFFFAOYSA-N'}"
"{'CID': 2585, 'InChIKey': 'OGHNVEJMJSYVRP-UHFFFAOYSA-N'}"
"{'CID': 83898, 'InChIKey': 'WUTYZMFRCNBCHQ-PSASIEDQSA-N'}","{'CID': 2684, 'InChIKey': 'WUTYZMFRCNBCHQ-UHFFFAOYSA-N'}","{'CID': 18642481, 'InChIKey': 'WUTYZMFRCNBCHQ-WPRPVWTQSA-N'}","{'CID': 25137844, 'InChIKey': 'WUTYZMFRCNBCHQ-LHIURRSHSA-N'}","{'CID': 132935795, 'InChIKey': 'WUTYZMFRCNBCHQ-HTLJXXAVSA-N'}"
"{'CID': 83898, 'InChIKey': 'WUTYZMFRCNBCHQ-PSASIEDQSA-N'}","{'CID': 2684, 'InChIKey': 'WUTYZMFRCNBCHQ-UHFFFAOYSA-N'}","{'CID': 18642481, 'InChIKey': 'WUTYZMFRCNBCHQ-WPRPVWTQSA-N'}","{'CID': 25137844, 'InChIKey': 'WUTYZMFRCNBCHQ-LHIURRSHSA-N'}","{'CID': 132935795, 'InChIKey': 'WUTYZMFRCNBCHQ-HTLJXXAVSA-N'}"
"{'CID': 83898, 'InChIKey': 'WUTYZMFRCNBCHQ-PSASIEDQSA-N'}","{'CID': 2684, 'InChIKey': 'WUTYZMFRCNBCHQ-UHFFFAOYSA-N'}","{'CID': 18642481, 'InChIKey': 'WUTYZMFRCNBCHQ-WPRPVWTQSA-N'}","{'CID': 25137844, 'InChIKey': 'WUTYZMFRCNBCHQ-LHIURRSHSA-N'}","{'CID': 132935795, 'InChIKey': 'WUTYZMFRCNBCHQ-HTLJXXAVSA-N'}"
"{'CID': 83898, 'InChIKey': 'WUTYZMFRCNBCHQ-PSASIEDQSA-N'}","{'CID': 2684, 'InChIKey': 'WUTYZMFRCNBCHQ-UHFFFAOYSA-N'}","{'CID': 18642481, 'InChIKey': 'WUTYZMFRCNBCHQ-WPRPVWTQSA-N'}","{'CID': 25137844, 'InChIKey': 'WUTYZMFRCNBCHQ-LHIURRSHSA-N'}","{'CID': 132935795, 'InChIKey': 'WUTYZMFRCNBCHQ-HTLJXXAVSA-N'}"
"{'CID': 83898, 'InChIKey': 'WUTYZMFRCNBCHQ-PSASIEDQSA-N'}","{'CID': 2684, 'InChIKey': 'WUTYZMFRCNBCHQ-UHFFFAOYSA-N'}","{'CID': 18642481, 'InChIKey': 'WUTYZMFRCNBCHQ-WPRPVWTQSA-N'}","{'CID': 25137844, 'InChIKey': 'WUTYZMFRCNBCHQ-LHIURRSHSA-N'}","{'CID': 132935795, 'InChIKey': 'WUTYZMFRCNBCHQ-HTLJXXAVSA-N'}"
"{'CID': 2719, 'InChIKey': 'WHTVZRBIWZFKQO-UHFFFAOYSA-N'}"
"{'CID': 56330, 'InChIKey': 'HHHKFGXWKKUNCY-FHWLQOOXSA-N'}"
"{'CID': 2754, 'InChIKey': 'RRGUKTPIGVIEKM-UHFFFAOYSA-N'}"
"{'CID': 2764, 'InChIKey': 'MYSWGUAQZAJSOK-UHFFFAOYSA-N'}"
"{'CID': 2771, 'InChIKey': 'WSEQXVZVJXJVFP-UHFFFAOYSA-N'}"
"{'CID': 2801, 'InChIKey': 'GDLIGKIOYRNHDA-UHFFFAOYSA-N'}"
"{'CID': 2803, 'InChIKey': 'GJSURZIOUXUGAL-UHFFFAOYSA-N'}"
"{'CID': 135398737, 'InChIKey': 'QZUDBNBUXVUHMW-UHFFFAOYSA-N'}"
"{'CID': 5284371, 'InChIKey': 'OROGSEYTTFOCAN-DNJOTXNNSA-N'}"
"{'CID': 2907, 'InChIKey': 'CMSMOCZEIVJLDB-UHFFFAOYSA-N'}"
"{'CID': 2972, 'InChIKey': 'TZXKOCQBRNJULO-UHFFFAOYSA-N'}"
"{'CID': 3007, 'InChIKey': 'KWTSXDURSIMDCE-UHFFFAOYSA-N'}"
"{'CID': 3016, 'InChIKey': 'AAOVKJBEBIDNHE-UHFFFAOYSA-N'}"
"{'CID': 3042, 'InChIKey': 'CURUTKGFNZGFSE-UHFFFAOYSA-N'}"
"{'CID': 2724385, 'InChIKey': 'LTMHDMANZUZIPE-PUGKRICDSA-N'}"
"{'CID': 3108, 'InChIKey': 'IZEKFCXSFNUWAM-UHFFFAOYSA-N'}"
"{'CID': 3114, 'InChIKey': 'UVTNFZQICZKOEM-UHFFFAOYSA-N'}"
"{'CID': 148124, 'InChIKey': 'ZDZOTLJHXYCWBA-VCVYQWHSSA-N'}"
"{'CID': 3033818, 'InChIKey': 'UKTAZPQNNNJVKR-AKJUYKBHSA-N'}","{'CID': 3148, 'InChIKey': 'UKTAZPQNNNJVKR-UHFFFAOYSA-N'}","{'CID': 14476155, 'InChIKey': 'UKTAZPQNNNJVKR-UDXKHGJESA-N'}","{'CID': 60654, 'InChIKey': 'UKTAZPQNNNJVKR-DBBXXEFVSA-N'}","{'CID': 11503972, 'InChIKey': 'UKTAZPQNNNJVKR-QPPOZKHWSA-N'}","{'CID': 49800054, 'InChIKey': 'UKTAZPQNNNJVKR-CEUNDQEZSA-N'}"
"{'CID': 3033818, 'InChIKey': 'UKTAZPQNNNJVKR-AKJUYKBHSA-N'}","{'CID': 3148, 'InChIKey': 'UKTAZPQNNNJVKR-UHFFFAOYSA-N'}","{'CID': 14476155, 'InChIKey': 'UKTAZPQNNNJVKR-UDXKHGJESA-N'}","{'CID': 60654, 'InChIKey': 'UKTAZPQNNNJVKR-DBBXXEFVSA-N'}","{'CID': 11503972, 'InChIKey': 'UKTAZPQNNNJVKR-QPPOZKHWSA-N'}","{'CID': 49800054, 'InChIKey': 'UKTAZPQNNNJVKR-CEUNDQEZSA-N'}"
"{'CID': 3033818, 'InChIKey': 'UKTAZPQNNNJVKR-AKJUYKBHSA-N'}","{'CID': 3148, 'InChIKey': 'UKTAZPQNNNJVKR-UHFFFAOYSA-N'}","{'CID': 14476155, 'InChIKey': 'UKTAZPQNNNJVKR-UDXKHGJESA-N'}","{'CID': 60654, 'InChIKey': 'UKTAZPQNNNJVKR-DBBXXEFVSA-N'}","{'CID': 11503972, 'InChIKey': 'UKTAZPQNNNJVKR-QPPOZKHWSA-N'}","{'CID': 49800054, 'InChIKey': 'UKTAZPQNNNJVKR-CEUNDQEZSA-N'}"
"{'CID': 3033818, 'InChIKey': 'UKTAZPQNNNJVKR-AKJUYKBHSA-N'}","{'CID': 3148, 'InChIKey': 'UKTAZPQNNNJVKR-UHFFFAOYSA-N'}","{'CID': 14476155, 'InChIKey': 'UKTAZPQNNNJVKR-UDXKHGJESA-N'}","{'CID': 60654, 'InChIKey': 'UKTAZPQNNNJVKR-DBBXXEFVSA-N'}","{'CID': 11503972, 'InChIKey': 'UKTAZPQNNNJVKR-QPPOZKHWSA-N'}","{'CID': 49800054, 'InChIKey': 'UKTAZPQNNNJVKR-CEUNDQEZSA-N'}"
"{'CID': 3033818, 'InChIKey': 'UKTAZPQNNNJVKR-AKJUYKBHSA-N'}","{'CID': 3148, 'InChIKey': 'UKTAZPQNNNJVKR-UHFFFAOYSA-N'}","{'CID': 14476155, 'InChIKey': 'UKTAZPQNNNJVKR-UDXKHGJESA-N'}","{'CID': 60654, 'InChIKey': 'UKTAZPQNNNJVKR-DBBXXEFVSA-N'}","{'CID': 11503972, 'InChIKey': 'UKTAZPQNNNJVKR-QPPOZKHWSA-N'}","{'CID': 49800054, 'InChIKey': 'UKTAZPQNNNJVKR-CEUNDQEZSA-N'}"
"{'CID': 3033818, 'InChIKey': 'UKTAZPQNNNJVKR-AKJUYKBHSA-N'}","{'CID': 3148, 'InChIKey': 'UKTAZPQNNNJVKR-UHFFFAOYSA-N'}","{'CID': 14476155, 'InChIKey': 'UKTAZPQNNNJVKR-UDXKHGJESA-N'}","{'CID': 60654, 'InChIKey': 'UKTAZPQNNNJVKR-DBBXXEFVSA-N'}","{'CID': 11503972, 'InChIKey': 'UKTAZPQNNNJVKR-QPPOZKHWSA-N'}","{'CID': 49800054, 'InChIKey': 'UKTAZPQNNNJVKR-CEUNDQEZSA-N'}"
"{'CID': 3151, 'InChIKey': 'FGXWKSZFVQUSTL-UHFFFAOYSA-N'}"
"{'CID': 3152, 'InChIKey': 'ADEBPBSSDYVVLD-UHFFFAOYSA-N'}"
"{'CID': 3157, 'InChIKey': 'RUZYUOTYCVRMRZ-UHFFFAOYSA-N'}"
"{'CID': 3168, 'InChIKey': 'RMEDXOLNCUSCGS-UHFFFAOYSA-N'}"
"{'CID': 12560, 'InChIKey': 'ULGZDMOVFRHVEP-RWJQBGPGSA-N'}"
"{'CID': 165580, 'InChIKey': 'UOZODPSAJZTQNH-LSWIJEOBSA-N'}","{'CID': 90657410, 'InChIKey': 'UOZODPSAJZTQNH-VZXHOKRSSA-S'}"
"{'CID': 165580, 'InChIKey': 'UOZODPSAJZTQNH-LSWIJEOBSA-N'}","{'CID': 90657410, 'InChIKey': 'UOZODPSAJZTQNH-VZXHOKRSSA-S'}"
"{'CID': 36462, 'InChIKey': 'VJJPUSNTGOMMGY-MRVIYFEKSA-N'}"
"{'CID': 5702160, 'InChIKey': 'XUFQPHANEAPEMJ-UHFFFAOYSA-N'}","{'CID': 3325, 'InChIKey': 'XUFQPHANEAPEMJ-UHFFFAOYSA-N'}","{'CID': 5353622, 'InChIKey': 'XUFQPHANEAPEMJ-UHFFFAOYSA-N'}"
"{'CID': 5702160, 'InChIKey': 'XUFQPHANEAPEMJ-UHFFFAOYSA-N'}","{'CID': 3325, 'InChIKey': 'XUFQPHANEAPEMJ-UHFFFAOYSA-N'}","{'CID': 5353622, 'InChIKey': 'XUFQPHANEAPEMJ-UHFFFAOYSA-N'}"
"{'CID': 5702160, 'InChIKey': 'XUFQPHANEAPEMJ-UHFFFAOYSA-N'}","{'CID': 3325, 'InChIKey': 'XUFQPHANEAPEMJ-UHFFFAOYSA-N'}","{'CID': 5353622, 'InChIKey': 'XUFQPHANEAPEMJ-UHFFFAOYSA-N'}"
"{'CID': 3331, 'InChIKey': 'WKGXYQFOCVYPAC-UHFFFAOYSA-N'}"
"{'CID': 3339, 'InChIKey': 'YMTINGFKWWXKFG-UHFFFAOYSA-N'}"
"{'CID': 3345, 'InChIKey': 'PJMPHNIQZUBGLI-UHFFFAOYSA-N'}"
"{'CID': 3365, 'InChIKey': 'RFHAOTPXVQNOHP-UHFFFAOYSA-N'}"
"{'CID': 3385, 'InChIKey': 'GHASVSINZRGABV-UHFFFAOYSA-N'}"
"{'CID': 3386, 'InChIKey': 'RTHCYVBBDHJXIQ-UHFFFAOYSA-N'}"
"{'CID': 3372, 'InChIKey': 'PLDUPXSUYLZYBN-UHFFFAOYSA-N'}"
"{'CID': 5324346, 'InChIKey': 'CJOFXWAVKWHTFT-XSFVSMFZSA-N'}"
"{'CID': 3410, 'InChIKey': 'BPZSYCZIITTYBL-UHFFFAOYSA-N'}","{'CID': 3083544, 'InChIKey': 'BPZSYCZIITTYBL-YJYMSZOUSA-N'}","{'CID': 3034756, 'InChIKey': 'BPZSYCZIITTYBL-ORAYPTAESA-N'}"
"{'CID': 3410, 'InChIKey': 'BPZSYCZIITTYBL-UHFFFAOYSA-N'}","{'CID': 3083544, 'InChIKey': 'BPZSYCZIITTYBL-YJYMSZOUSA-N'}","{'CID': 3034756, 'InChIKey': 'BPZSYCZIITTYBL-ORAYPTAESA-N'}"
"{'CID': 3410, 'InChIKey': 'BPZSYCZIITTYBL-UHFFFAOYSA-N'}","{'CID': 3083544, 'InChIKey': 'BPZSYCZIITTYBL-YJYMSZOUSA-N'}","{'CID': 3034756, 'InChIKey': 'BPZSYCZIITTYBL-ORAYPTAESA-N'}"
"{'CID': 5352062, 'InChIKey': 'OHRURASPPZQGQM-GCCNXGTGSA-N'}","{'CID': 57515973, 'InChIKey': 'OHRURASPPZQGQM-QDBHDZETSA-N'}","{'CID': 3425, 'InChIKey': 'OHRURASPPZQGQM-UHFFFAOYSA-N'}","{'CID': 56840936, 'InChIKey': 'OHRURASPPZQGQM-WDCUYUQDSA-N'}","{'CID': 90488850, 'InChIKey': 'OHRURASPPZQGQM-HMLXJHLFSA-N'}","{'CID': 58708317, 'InChIKey': 'OHRURASPPZQGQM-GPVBZBHFSA-N'}","{'CID': 91110640, 'InChIKey': 'OHRURASPPZQGQM-MWQPNCDWSA-N'}","{'CID': 123135747, 'InChIKey': 'OHRURASPPZQGQM-OYTWCIJESA-N'}","{'CID': 129905275, 'InChIKey': 'OHRURASPPZQGQM-WOADUJSRSA-N'}","{'CID': 154574495, 'InChIKey': 'OHRURASPPZQGQM-QPJBHPOGSA-N'}"
"{'CID': 5352062, 'InChIKey': 'OHRURASPPZQGQM-GCCNXGTGSA-N'}","{'CID': 57515973, 'InChIKey': 'OHRURASPPZQGQM-QDBHDZETSA-N'}","{'CID': 3425, 'InChIKey': 'OHRURASPPZQGQM-UHFFFAOYSA-N'}","{'CID': 56840936, 'InChIKey': 'OHRURASPPZQGQM-WDCUYUQDSA-N'}","{'CID': 90488850, 'InChIKey': 'OHRURASPPZQGQM-HMLXJHLFSA-N'}","{'CID': 58708317, 'InChIKey': 'OHRURASPPZQGQM-GPVBZBHFSA-N'}","{'CID': 91110640, 'InChIKey': 'OHRURASPPZQGQM-MWQPNCDWSA-N'}","{'CID': 123135747, 'InChIKey': 'OHRURASPPZQGQM-OYTWCIJESA-N'}","{'CID': 129905275, 'InChIKey': 'OHRURASPPZQGQM-WOADUJSRSA-N'}","{'CID': 154574495, 'InChIKey': 'OHRURASPPZQGQM-QPJBHPOGSA-N'}"
"{'CID': 5352062, 'InChIKey': 'OHRURASPPZQGQM-GCCNXGTGSA-N'}","{'CID': 57515973, 'InChIKey': 'OHRURASPPZQGQM-QDBHDZETSA-N'}","{'CID': 3425, 'InChIKey': 'OHRURASPPZQGQM-UHFFFAOYSA-N'}","{'CID': 56840936, 'InChIKey': 'OHRURASPPZQGQM-WDCUYUQDSA-N'}","{'CID': 90488850, 'InChIKey': 'OHRURASPPZQGQM-HMLXJHLFSA-N'}","{'CID': 58708317, 'InChIKey': 'OHRURASPPZQGQM-GPVBZBHFSA-N'}","{'CID': 91110640, 'InChIKey': 'OHRURASPPZQGQM-MWQPNCDWSA-N'}","{'CID': 123135747, 'InChIKey': 'OHRURASPPZQGQM-OYTWCIJESA-N'}","{'CID': 129905275, 'InChIKey': 'OHRURASPPZQGQM-WOADUJSRSA-N'}","{'CID': 154574495, 'InChIKey': 'OHRURASPPZQGQM-QPJBHPOGSA-N'}"
"{'CID': 5352062, 'InChIKey': 'OHRURASPPZQGQM-GCCNXGTGSA-N'}","{'CID': 57515973, 'InChIKey': 'OHRURASPPZQGQM-QDBHDZETSA-N'}","{'CID': 3425, 'InChIKey': 'OHRURASPPZQGQM-UHFFFAOYSA-N'}","{'CID': 56840936, 'InChIKey': 'OHRURASPPZQGQM-WDCUYUQDSA-N'}","{'CID': 90488850, 'InChIKey': 'OHRURASPPZQGQM-HMLXJHLFSA-N'}","{'CID': 58708317, 'InChIKey': 'OHRURASPPZQGQM-GPVBZBHFSA-N'}","{'CID': 91110640, 'InChIKey': 'OHRURASPPZQGQM-MWQPNCDWSA-N'}","{'CID': 123135747, 'InChIKey': 'OHRURASPPZQGQM-OYTWCIJESA-N'}","{'CID': 129905275, 'InChIKey': 'OHRURASPPZQGQM-WOADUJSRSA-N'}","{'CID': 154574495, 'InChIKey': 'OHRURASPPZQGQM-QPJBHPOGSA-N'}"
"{'CID': 5352062, 'InChIKey': 'OHRURASPPZQGQM-GCCNXGTGSA-N'}","{'CID': 57515973, 'InChIKey': 'OHRURASPPZQGQM-QDBHDZETSA-N'}","{'CID': 3425, 'InChIKey': 'OHRURASPPZQGQM-UHFFFAOYSA-N'}","{'CID': 56840936, 'InChIKey': 'OHRURASPPZQGQM-WDCUYUQDSA-N'}","{'CID': 90488850, 'InChIKey': 'OHRURASPPZQGQM-HMLXJHLFSA-N'}","{'CID': 58708317, 'InChIKey': 'OHRURASPPZQGQM-GPVBZBHFSA-N'}","{'CID': 91110640, 'InChIKey': 'OHRURASPPZQGQM-MWQPNCDWSA-N'}","{'CID': 123135747, 'InChIKey': 'OHRURASPPZQGQM-OYTWCIJESA-N'}","{'CID': 129905275, 'InChIKey': 'OHRURASPPZQGQM-WOADUJSRSA-N'}","{'CID': 154574495, 'InChIKey': 'OHRURASPPZQGQM-QPJBHPOGSA-N'}"
"{'CID': 5352062, 'InChIKey': 'OHRURASPPZQGQM-GCCNXGTGSA-N'}","{'CID': 57515973, 'InChIKey': 'OHRURASPPZQGQM-QDBHDZETSA-N'}","{'CID': 3425, 'InChIKey': 'OHRURASPPZQGQM-UHFFFAOYSA-N'}","{'CID': 56840936, 'InChIKey': 'OHRURASPPZQGQM-WDCUYUQDSA-N'}","{'CID': 90488850, 'InChIKey': 'OHRURASPPZQGQM-HMLXJHLFSA-N'}","{'CID': 58708317, 'InChIKey': 'OHRURASPPZQGQM-GPVBZBHFSA-N'}","{'CID': 91110640, 'InChIKey': 'OHRURASPPZQGQM-MWQPNCDWSA-N'}","{'CID': 123135747, 'InChIKey': 'OHRURASPPZQGQM-OYTWCIJESA-N'}","{'CID': 129905275, 'InChIKey': 'OHRURASPPZQGQM-WOADUJSRSA-N'}","{'CID': 154574495, 'InChIKey': 'OHRURASPPZQGQM-QPJBHPOGSA-N'}"
"{'CID': 5352062, 'InChIKey': 'OHRURASPPZQGQM-GCCNXGTGSA-N'}","{'CID': 57515973, 'InChIKey': 'OHRURASPPZQGQM-QDBHDZETSA-N'}","{'CID': 3425, 'InChIKey': 'OHRURASPPZQGQM-UHFFFAOYSA-N'}","{'CID': 56840936, 'InChIKey': 'OHRURASPPZQGQM-WDCUYUQDSA-N'}","{'CID': 90488850, 'InChIKey': 'OHRURASPPZQGQM-HMLXJHLFSA-N'}","{'CID': 58708317, 'InChIKey': 'OHRURASPPZQGQM-GPVBZBHFSA-N'}","{'CID': 91110640, 'InChIKey': 'OHRURASPPZQGQM-MWQPNCDWSA-N'}","{'CID': 123135747, 'InChIKey': 'OHRURASPPZQGQM-OYTWCIJESA-N'}","{'CID': 129905275, 'InChIKey': 'OHRURASPPZQGQM-WOADUJSRSA-N'}","{'CID': 154574495, 'InChIKey': 'OHRURASPPZQGQM-QPJBHPOGSA-N'}"
"{'CID': 5352062, 'InChIKey': 'OHRURASPPZQGQM-GCCNXGTGSA-N'}","{'CID': 57515973, 'InChIKey': 'OHRURASPPZQGQM-QDBHDZETSA-N'}","{'CID': 3425, 'InChIKey': 'OHRURASPPZQGQM-UHFFFAOYSA-N'}","{'CID': 56840936, 'InChIKey': 'OHRURASPPZQGQM-WDCUYUQDSA-N'}","{'CID': 90488850, 'InChIKey': 'OHRURASPPZQGQM-HMLXJHLFSA-N'}","{'CID': 58708317, 'InChIKey': 'OHRURASPPZQGQM-GPVBZBHFSA-N'}","{'CID': 91110640, 'InChIKey': 'OHRURASPPZQGQM-MWQPNCDWSA-N'}","{'CID': 123135747, 'InChIKey': 'OHRURASPPZQGQM-OYTWCIJESA-N'}","{'CID': 129905275, 'InChIKey': 'OHRURASPPZQGQM-WOADUJSRSA-N'}","{'CID': 154574495, 'InChIKey': 'OHRURASPPZQGQM-QPJBHPOGSA-N'}"
